Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.675418262602761388e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.350000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.675418262602761388e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.350000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.675418262602761388e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.350000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.675418262602761388e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.350000000000000000e+03,4.999999888241291046e-03,-4.999999888241291046e-03,-1.000000000000000000e+00,-2.499999888241292295e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.675418262602761388e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,2.499999944120645523e-03,-2.499999944120645523e-03,-1.000000000000000000e+00,-6.249999720603230738e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-1.249999972060322762e-03,-3.000000000000000000e+00,-4.687499790452423053e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-1.249999972060322762e-03,-3.000000000000000000e+00,-4.687499790452423053e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-4.999999888241291046e-03,-7.500000000000000000e-01,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-4.999999888241291046e-03,-7.500000000000000000e-01,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,2.499999944120645523e-03,-3.749999916180968285e-03,-6.666666666666666297e-01,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-3.749999916180968285e-03,-1.000000000000000000e+00,-1.406249937135726916e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,2.499999944120645523e-03,-2.499999944120645523e-03,-1.000000000000000000e+00,-6.249999720603230738e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.400000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.555342935143926297e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,3.749999916180968285e-03,-3.749999916180968285e-03,-1.000000000000000000e+00,-1.406249937135726916e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,4.999999888241291046e-03,-3.749999916180968285e-03,-1.333333333333333259e+00,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,3.749999916180968285e-03,-1.249999972060322762e-03,-3.000000000000000000e+00,-4.687499790452423053e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,3.749999916180968285e-03,-3.749999916180968285e-03,-1.000000000000000000e+00,-1.406249937135726916e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,4.999999888241291046e-03,-3.749999916180968285e-03,-1.333333333333333259e+00,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.450000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.712671165587380528e-07,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-3.749999916180968285e-03,-1.333333333333333259e+00,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-3.749999916180968285e-03,-1.333333333333333259e+00,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-3.749999916180968285e-03,-1.333333333333333259e+00,-1.874999916180969221e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,3.749999916180968285e-03,-3.749999916180968285e-03,-1.000000000000000000e+00,-1.406249937135726916e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,3.749999916180968285e-03,-3.749999916180968285e-03,-1.000000000000000000e+00,-1.406249937135726916e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-1.249999972060322762e-03,-4.000000000000000000e+00,-6.249999720603230738e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.500000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.591722723214843427e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.100000000000000000e+03,3.749999916180968285e-03,-1.249999972060322762e-03,-3.000000000000000000e+00,-4.687499790452423053e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
1.100000000000000000e+01,6.409406339002998720e-10,1.572553111650212126e+25,8.864917326718568802e-04,1.773906121956252131e+28,1.394055332665316554e+22,6.446203570931174909e-10,6.317383541390730842e+28
1.100000000000000000e+01,1.100000000000000000e+03,4.999999888241291046e-03,-2.499999944120645523e-03,-2.000000000000000000e+00,-1.249999944120646148e-05,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.601726074218750000e+02,7.492921262830815933e+31,8.751061395741999149e-04,8.562299958810303328e+34,6.557101400449314293e+28,6.336922098171271500e-10,7.155775302608496676e+22
1.100000000000000000e+01,1.578039337937318869e-19,1.579333617102022934e-19,6.336929314620931564e-10,2.492269581511809993e-10,1.000812549578011895e-28,1.719840276480000000e+11,6.409406339002998720e-10
